game_id,is_white,avg_pr,sesh_cnt,elo_diff,streak,result
ID2026,0,547.5000,28,-40,-1,0.0
ID2027,1,168.1667,29,-32,1,1.0
ID2028,1,288.0000,30,-25,2,1.0
ID2029,1,254.0000,31,-17,3,1.0
ID2030,0,174.5000,32,-8,4,1.0
ID2031,0,119.0000,33,0,5,1.0
ID2032,1,0.0000,1,11,6,1.0
ID2033,0,267.0000,2,21,7,1.0
ID2034,0,436.0000,3,12,-1,0.0
ID2035,0,222.2000,4,22,1,1.0
ID2036,1,378.8000,5,13,-1,0.0
ID2037,1,388.0000,6,22,1,1.0
ID2038,0,342.0000,7,14,-1,0.0
ID2039,0,313.2857,8,21,1,1.0
ID2040,0,265.6000,9,29,2,1.0
ID2041,1,272.0000,10,21,-1,0.0
ID2042,1,293.0000,11,13,-2,0.0
ID2043,0,164.0000,12,6,-3,0.0
ID2044,1,347.5000,13,15,1,1.0
ID2045,1,238.2000,1,-7,2,1.0
ID2046,0,289.8333,2,2,3,1.0
ID2047,0,220.8333,3,12,4,1.0
ID2048,1,435.5000,4,20,5,1.0
ID2049,0,198.2500,5,11,-1,0.0
ID2050,1,294.8333,6,3,-2,0.0
ID2051,0,318.8333,7,11,1,1.0
ID2052,1,303.6667,8,3,-1,0.0
ID2053,0,133.0000,9,-4,-2,0.0
ID2054,1,0.0000,10,3,1,1.0
ID2055,0,283.5000,11,-4,-1,0.0
ID2056,1,438.0000,12,-12,-2,0.0
ID2057,0,316.0000,1,21,1,1.0
ID2058,1,221.5714,2,29,2,1.0
ID2059,0,275.5000,3,38,3,1.0
ID2060,1,231.0000,4,46,4,1.0
ID2061,0,464.3333,5,37,-1,0.0
ID2062,0,258.2500,6,31,-2,0.0
ID2063,1,167.3333,7,40,1,1.0
ID2064,1,256.0000,1,-9,-1,0.0
ID2065,0,353.3333,2,-17,-2,0.0
ID2066,0,318.5000,3,-26,-3,0.0
ID2067,1,292.7000,4,-20,1,1.0
ID2068,1,316.7143,5,-13,2,1.0
ID2069,0,144.0000,1,9,3,1.0
ID2070,0,204.5000,2,2,-1,0.0
ID2071,1,181.0000,3,-7,-2,0.0
ID2072,0,267.8889,4,0,1,1.0
ID2073,0,194.0000,5,-8,-1,0.0
ID2074,1,337.4000,6,-16,-2,0.0
ID2075,1,196.0000,7,-8,1,1.0
ID2076,0,228.3333,8,-17,-1,0.0
ID2077,0,348.5000,9,-9,1,1.0
ID2078,0,363.3333,10,-16,-1,0.0
ID2079,1,353.0000,11,-8,1,1.0
ID2080,0,0.0000,1,-8,-1,0.0
ID2081,1,190.5000,2,-15,-2,0.0
ID2082,1,202.0000,1,-9,-3,0.0
ID2083,1,370.5000,2,0,1,1.0
ID2084,0,421.2500,3,8,2,1.0
ID2085,0,236.0000,4,17,3,1.0
ID2086,1,262.5000,5,10,-1,0.0
ID2087,0,193.5000,6,18,1,1.0
ID2088,1,370.7500,7,25,2,1.0
ID2089,1,296.8333,8,33,3,1.0
ID2090,0,350.2500,9,24,-1,0.0
ID2091,0,154.0000,10,32,1,1.0
ID2092,1,158.5000,11,23,-1,0.0
ID2093,0,253.0000,12,14,-2,0.0
ID2094,0,263.0000,13,21,1,1.0
ID2095,1,529.0000,14,13,-1,0.0
ID2096,0,175.0000,15,5,-2,0.0
ID2097,1,227.0000,16,12,1,1.0
ID2098,0,208.8000,1,-8,-1,0.0
ID2099,1,222.0000,2,2,1,1.0
ID2100,0,305.5000,1,-7,-1,0.0
ID2101,1,221.0000,2,-15,-2,0.0
ID2102,0,285.2222,3,-6,1,1.0
ID2103,1,210.6667,4,-14,-1,0.0
ID2104,1,198.1667,5,-4,1,1.0
ID2105,1,250.4000,1,7,2,1.0
ID2106,0,220.2000,2,7,1,0.5
ID2107,0,361.0000,3,-1,-1,0.0
ID2108,1,236.0000,4,6,1,1.0
ID2109,0,269.5000,1,0,1,0.5
ID2110,1,364.5714,2,9,1,1.0
ID2111,0,221.2000,3,1,-1,0.0
ID2112,0,385.0000,4,9,1,1.0
ID2113,1,500.5000,5,0,-1,0.0
ID2114,0,402.6667,6,-7,-2,0.0
ID2115,1,451.0000,7,-15,-3,0.0
ID2116,0,300.6667,8,-23,-4,0.0
ID2117,1,209.0000,9,-15,1,1.0
ID2118,1,206.4000,10,-7,2,1.0
ID2119,1,138.0000,11,1,3,1.0
ID2120,0,325.0000,12,-7,-1,0.0
ID2121,1,326.3333,13,-16,-2,0.0
ID2122,0,461.5000,14,-11,1,1.0
ID2123,0,194.3333,15,-2,2,1.0
ID2124,0,453.0000,16,5,3,1.0
ID2125,1,119.0000,17,-3,-1,0.0
ID2126,0,264.8000,18,-12,-2,0.0
ID2127,1,372.4000,19,-4,1,1.0
ID2128,1,266.1667,20,-14,-1,0.0
ID2129,1,604.0000,21,-22,-2,0.0
ID2130,0,280.0000,22,-32,-3,0.0
ID2131,1,297.0000,23,-41,-4,0.0
ID2132,0,470.0000,24,-48,-5,0.0
ID2133,1,219.2500,25,-40,1,1.0
ID2134,0,379.0000,26,-48,-1,0.0
ID2135,0,331.0000,27,-38,1,1.0
ID2136,0,107.0000,28,-37,1,0.5
ID2137,1,288.2500,29,-46,-1,0.0
ID2138,0,248.7500,30,-54,-2,0.0
ID2139,1,356.4000,31,-46,1,1.0
ID2140,1,178.5000,32,-37,2,1.0
ID2141,0,174.6667,33,-44,-1,0.0
ID2142,1,516.2000,34,-51,-2,0.0
ID2143,0,454.3333,35,-43,1,1.0
ID2144,1,201.3333,36,-52,-1,0.0
ID2145,0,274.0000,37,-61,-2,0.0
ID2146,0,183.8571,38,-58,1,0.5
ID2147,1,179.5000,39,-64,-1,0.0
ID2148,1,431.0000,40,-72,-2,0.0
ID2149,0,237.0000,41,-81,-3,0.0
ID2150,1,0.0000,42,-89,-4,0.0
ID2151,1,647.7500,43,-82,1,1.0
ID2152,0,448.0000,44,-74,2,1.0
ID2153,1,183.0000,45,-67,3,1.0
ID2154,0,0.0000,46,-59,4,1.0
ID2155,1,0.0000,47,-51,5,1.0
ID2156,0,419.0000,48,-58,-1,0.0
ID2157,0,269.0000,49,-67,-2,0.0
ID2158,1,228.0000,50,-58,1,1.0
ID2159,1,239.0000,51,-67,-1,0.0
ID2160,0,253.3333,52,-60,1,1.0
ID2161,0,263.5000,53,-52,2,1.0
ID2162,1,284.4000,54,-61,-1,0.0
ID2163,1,355.5000,55,-52,1,1.0
ID2164,0,288.8333,56,-44,2,1.0
ID2165,0,286.6667,57,-51,-1,0.0
ID2166,1,113.0000,58,-42,1,1.0
ID2167,0,181.8333,59,-34,2,1.0
ID2168,1,429.7500,60,-42,-1,0.0
ID2169,0,404.0000,61,-49,-2,0.0
ID2170,0,148.2000,62,-57,-3,0.0
ID2171,0,761.0000,63,-66,-4,0.0
ID2172,1,127.0000,64,-57,1,1.0
ID2173,0,0.0000,65,-47,2,1.0
ID2174,1,281.6667,66,-39,3,1.0
ID2175,1,289.0000,67,-30,4,1.0
ID2176,1,148.6000,68,-37,-1,0.0
ID2177,0,0.0000,69,-29,1,1.0
ID2178,1,509.0000,70,-36,-1,0.0
ID2179,0,162.5000,71,-45,-2,0.0
ID2180,0,437.5000,72,-53,-3,0.0
ID2181,0,0.0000,73,-60,-4,0.0
ID2182,1,348.0000,74,-68,-5,0.0
ID2183,1,236.8571,75,-61,1,1.0
ID2184,0,230.3333,76,-53,2,1.0
ID2185,0,684.0000,77,-45,3,1.0
ID2186,1,235.8333,78,-53,-1,0.0
ID2187,1,241.5455,1,10,1,1.0
ID2188,1,119.5000,1,7,2,1.0
ID2189,1,288.5714,2,17,3,1.0
ID2190,1,475.0000,3,25,4,1.0
ID2191,0,163.5000,4,34,5,1.0
ID2192,0,327.8000,5,25,-1,0.0
ID2193,0,144.4000,6,20,-2,0.0
ID2194,1,241.2000,7,27,1,1.0
ID2195,1,232.7500,1,-9,-1,0.0
ID2196,0,1309.0000,2,-17,-2,0.0
ID2197,0,244.3333,3,-11,1,1.0
ID2198,1,175.3333,4,-3,2,1.0
ID2199,0,292.6000,1,9,3,1.0
ID2200,1,454.0000,1,8,4,1.0
ID2201,1,214.7500,2,0,-1,0.0
ID2202,0,250.1667,3,8,1,1.0
ID2203,0,254.0000,4,16,2,1.0
ID2204,1,0.0000,5,25,3,1.0
ID2205,1,279.1429,6,18,-1,0.0
ID2206,0,212.0000,7,26,1,1.0
ID2207,1,411.2000,8,18,-1,0.0
ID2208,0,390.5000,9,12,-2,0.0
ID2209,1,169.5000,10,19,1,1.0
ID2210,0,521.0000,11,28,2,1.0
ID2211,1,415.0000,12,36,3,1.0
ID2212,0,305.3750,1,-18,-1,0.0
ID2213,0,194.5000,1,26,1,1.0
ID2214,0,203.6667,2,17,-1,0.0
ID2215,0,260.3333,3,8,-2,0.0
ID2216,1,184.4000,1,-17,-3,0.0
ID2217,0,573.5000,2,-25,-4,0.0
ID2218,1,268.8333,3,-33,-5,0.0
ID2219,0,113.0000,4,-26,1,1.0
ID2220,0,731.0000,5,-34,-1,0.0
ID2221,0,274.5000,6,-42,-2,0.0
ID2222,1,252.5000,7,-35,1,1.0
ID2223,0,339.3333,8,-44,-1,0.0
ID2224,1,354.5000,9,-37,1,1.0
ID2225,0,137.0000,10,-29,2,1.0
ID2226,1,225.8571,11,-37,-1,0.0
ID2227,1,169.0000,12,-45,-2,0.0
ID2228,1,0.0000,13,-39,1,1.0
ID2229,0,316.7500,14,-40,1,0.5
ID2230,0,398.6667,15,-48,-1,0.0
ID2231,0,245.0000,16,-39,1,1.0
ID2232,1,351.6000,17,-47,-1,0.0
ID2233,1,216.7500,18,-54,-2,0.0
ID2234,0,146.0000,19,-45,1,1.0
ID2235,0,272.6667,20,-37,2,1.0
ID2236,1,225.0000,21,-45,-1,0.0
ID2237,0,408.5000,22,-38,1,1.0
ID2238,1,254.6667,23,-29,2,1.0
ID2239,1,251.6667,24,-37,-1,0.0
ID2240,1,314.4000,25,-45,-2,0.0
ID2241,0,514.8333,26,-52,-3,0.0
ID2242,0,0.0000,27,-60,-4,0.0
ID2243,0,138.5000,28,-50,1,1.0
ID2244,1,176.5000,29,-42,2,1.0
ID2245,0,410.5000,30,-49,-1,0.0
ID2246,1,467.8571,31,-59,-2,0.0
ID2247,0,192.6667,32,-67,-3,0.0
ID2248,0,238.7500,1,8,1,1.0
ID2249,0,244.7500,2,1,-1,0.0
ID2250,1,328.8333,3,-7,-2,0.0
ID2251,1,302.5000,4,-7,1,0.5
ID2252,1,121.0000,5,-14,-1,0.0
ID2253,1,262.6000,6,-22,-2,0.0
ID2254,0,0.0000,1,8,1,1.0
ID2255,0,346.2222,2,0,-1,0.0
ID2256,0,154.0000,3,7,1,1.0
ID2257,1,303.1429,4,0,-1,0.0
ID2258,1,0.0000,5,7,1,1.0
ID2259,0,807.5000,6,-1,-1,0.0
ID2260,0,113.0000,7,-8,-2,0.0
ID2261,0,166.1429,8,1,1,1.0
ID2262,1,205.6667,9,-6,-1,0.0
ID2263,1,0.0000,10,2,1,1.0
ID2264,0,108.0000,11,10,2,1.0
ID2265,1,277.9000,12,1,-1,0.0
ID2266,1,344.8333,13,9,1,1.0
ID2267,0,354.5000,14,0,-1,0.0
ID2268,0,285.0000,15,-7,-2,0.0
ID2269,0,486.0000,16,-16,-3,0.0
ID2270,1,347.0000,17,-10,1,1.0
ID2271,0,283.0000,18,-19,-1,0.0
ID2272,1,255.0000,19,-27,-2,0.0
ID2273,0,268.0000,20,-18,1,1.0
ID2274,1,287.5000,21,-26,-1,0.0
ID2275,1,263.6667,22,-25,1,0.5
ID2276,0,0.0000,23,-17,1,1.0
ID2277,0,364.2857,24,-10,2,1.0
ID2278,0,228.0000,25,-2,3,1.0
ID2279,1,362.8750,26,-10,-1,0.0
ID2280,0,199.6000,27,-3,1,1.0
ID2281,1,313.2500,28,5,2,1.0
ID2282,0,460.0000,29,-4,-1,0.0
ID2283,1,187.0000,30,-13,-2,0.0
ID2284,1,331.2000,31,-6,1,1.0
ID2285,1,166.7143,32,-14,-1,0.0
ID2286,0,187.5000,33,-22,-2,0.0
ID2287,1,423.6000,34,-30,-3,0.0
ID2288,0,527.0000,35,-22,1,1.0
ID2289,0,160.0000,36,-14,2,1.0
ID2290,0,443.0000,37,-6,3,1.0
ID2291,1,128.0000,38,-14,-1,0.0
ID2292,1,313.0000,39,-7,1,1.0
ID2293,0,0.0000,40,1,2,1.0
ID2294,0,352.4000,41,8,3,1.0
ID2295,1,231.0000,42,1,-1,0.0
ID2296,0,129.0000,43,-8,-2,0.0
ID2297,1,776.0000,44,0,1,1.0
ID2298,1,565.0000,45,-8,-1,0.0
ID2299,1,283.0000,46,-17,-2,0.0
ID2300,0,381.5000,47,-24,-3,0.0
ID2301,0,0.0000,48,-16,1,1.0
ID2302,1,356.0000,49,-7,2,1.0
ID2303,1,276.0000,50,2,3,1.0
ID2304,1,298.0000,51,-6,-1,0.0
ID2305,0,0.0000,52,1,1,1.0
ID2306,0,0.0000,53,8,2,1.0
ID2307,0,365.4000,54,-1,-1,0.0
ID2308,1,335.3333,55,6,1,1.0
ID2309,1,614.3333,56,13,2,1.0
ID2310,0,238.8000,57,5,-1,0.0
ID2311,1,244.0000,58,13,1,1.0
ID2312,1,396.0000,59,20,2,1.0
ID2313,0,153.0000,60,28,3,1.0
ID2314,1,296.7143,61,38,4,1.0
ID2315,1,126.0000,62,46,5,1.0
ID2316,0,214.6667,63,55,6,1.0
ID2317,0,302.0000,64,62,7,1.0
ID2318,0,285.7500,65,54,-1,0.0
ID2319,0,244.8889,66,45,-2,0.0
ID2320,1,264.5000,67,52,1,1.0
ID2321,0,0.0000,1,14,2,1.0
ID2322,1,192.7500,2,21,3,1.0
ID2323,1,795.0000,3,29,4,1.0
ID2324,0,125.0000,4,37,5,1.0
ID2325,1,346.2857,5,45,6,1.0
ID2326,0,426.5000,1,-8,-1,0.0
ID2327,0,291.0000,2,-16,-2,0.0
ID2328,0,224.2500,3,-26,-3,0.0
ID2329,1,532.0000,4,-35,-4,0.0
ID2330,1,126.5000,5,-28,1,1.0
ID2331,1,267.0000,6,-20,2,1.0
ID2332,0,686.0000,7,-13,3,1.0
ID2333,1,161.0000,8,-6,4,1.0
ID2334,0,130.0000,9,-15,-1,0.0
ID2335,0,0.0000,10,-22,-2,0.0
ID2336,0,203.3333,11,-30,-3,0.0
ID2337,1,312.8000,12,-21,1,1.0
ID2338,1,129.0000,13,-13,2,1.0
ID2339,0,469.0000,14,-20,-1,0.0
ID2340,1,271.0000,15,-13,1,1.0
ID2341,0,248.8333,16,-23,-1,0.0
ID2342,1,262.5000,17,-16,1,1.0
ID2343,1,157.0000,1,-22,2,1.0
ID2344,1,276.0000,1,32,3,1.0
ID2345,0,200.6000,1,9,4,1.0
ID2346,1,242.6667,2,1,-1,0.0
ID2347,0,176.6667,3,8,1,1.0
ID2348,0,273.1667,4,-1,-1,0.0
ID2349,0,275.4000,5,-9,-2,0.0
ID2350,1,303.6667,6,-17,-3,0.0
ID2351,0,0.0000,7,-25,-4,0.0
ID2352,1,345.3333,8,-34,-5,0.0
ID2353,1,566.6667,9,-25,1,1.0
ID2354,1,0.0000,10,-34,-1,0.0
ID2355,1,361.3333,11,-25,1,1.0
ID2356,0,243.8333,12,-35,-1,0.0
ID2357,0,152.2000,13,-27,1,1.0
ID2358,0,0.0000,14,-18,2,1.0
ID2359,1,348.0000,1,-9,-1,0.0
ID2360,0,240.3333,2,-18,-2,0.0
ID2361,1,249.2000,3,-20,1,0.5
ID2362,0,238.7500,4,-14,1,1.0
ID2363,0,367.8333,5,-5,2,1.0
ID2364,1,165.0000,6,4,3,1.0
ID2365,1,152.5000,7,15,4,1.0
ID2366,0,437.6667,1,-9,-1,0.0
ID2367,1,255.4000,2,-1,1,1.0
ID2368,0,373.6250,3,-9,-1,0.0
ID2369,1,308.5000,4,-2,1,1.0
ID2370,0,603.5000,5,-10,-1,0.0
ID2371,0,363.2500,6,-2,1,1.0
ID2372,0,405.5000,7,6,2,1.0
ID2373,1,225.0000,8,13,3,1.0
ID2374,0,291.3333,9,20,4,1.0
ID2375,1,282.7500,1,8,5,1.0
ID2376,1,202.6667,1,-7,-1,0.0
ID2377,0,272.5000,2,1,1,1.0
ID2378,1,314.0000,1,1,-1,0.0
ID2379,0,357.0000,2,-6,-2,0.0
ID2380,1,0.0000,3,2,1,1.0
ID2381,1,394.0000,4,-6,-1,0.0
ID2382,1,245.3333,5,2,1,1.0
ID2383,0,282.0000,6,9,2,1.0
ID2384,1,0.0000,7,15,3,1.0
ID2385,0,169.8571,1,-22,-1,0.0
ID2386,1,260.6000,2,-31,-2,0.0
ID2387,1,139.3333,3,-24,1,1.0
ID2388,0,211.4000,4,-16,2,1.0
ID2389,0,105.0000,5,-7,3,1.0
ID2390,0,250.0000,1,0,-1,0.0
ID2391,1,224.2500,2,7,1,1.0
ID2392,0,337.3333,1,1,1,0.5
ID2393,0,406.6000,1,-12,-1,0.0
ID2394,0,173.5000,1,8,1,1.0
ID2395,1,252.7500,2,17,2,1.0
ID2396,0,275.0000,1,7,3,1.0
ID2397,0,241.2500,1,-7,-1,0.0
ID2398,0,234.0000,2,0,1,1.0
ID2399,0,195.5000,3,-8,-1,0.0
ID2400,1,368.0000,4,0,1,1.0
ID2401,1,284.5714,1,-8,-1,0.0
ID2402,0,237.6667,2,1,1,1.0
ID2403,1,147.0000,3,8,2,1.0
ID2404,0,0.0000,1,8,3,1.0
ID2405,0,484.2500,1,-12,-1,0.0
ID2406,0,222.0000,2,-28,-2,0.0
ID2407,1,0.0000,3,-39,-3,0.0
ID2408,0,451.0000,4,-30,1,1.0
ID2409,0,566.7500,5,-19,2,1.0
ID2410,0,273.6667,6,-33,-1,0.0
ID2411,1,1064.0000,7,-48,-2,0.0
ID2412,1,339.0000,8,-39,1,1.0
ID2413,1,417.6667,9,-31,2,1.0
ID2414,1,269.0000,1,9,3,1.0
ID2415,0,254.0000,2,2,-1,0.0
ID2416,0,266.6667,3,-3,-2,0.0
ID2417,0,300.6667,1,-9,-3,0.0
ID2418,1,162.0000,2,-17,-4,0.0
ID2419,0,124.5000,3,-7,1,1.0
ID2420,1,266.0000,4,0,2,1.0
ID2421,1,377.5000,1,-9,-1,0.0
ID2422,1,277.5000,2,-1,1,1.0
ID2423,0,153.5714,3,-8,-1,0.0
ID2424,0,213.5000,4,0,1,1.0
ID2425,0,412.2000,5,-11,-1,0.0
ID2426,1,289.8000,6,-2,1,1.0
ID2427,0,0.0000,7,7,2,1.0
ID2428,1,379.0000,8,0,-1,0.0
ID2429,0,599.0000,9,-8,-2,0.0
ID2430,0,200.2500,10,-17,-3,0.0
ID2431,0,156.0000,11,-25,-4,0.0
ID2432,1,546.7500,12,-31,-5,0.0
ID2433,1,245.0000,1,-8,-6,0.0
ID2434,1,181.0000,2,0,1,1.0
ID2435,0,325.0000,3,-8,-1,0.0
ID2436,1,0.0000,4,-16,-2,0.0
ID2437,0,433.3333,5,-24,-3,0.0
ID2438,0,173.0000,1,-17,-4,0.0
ID2439,0,512.0000,2,-8,1,1.0
ID2440,1,450.0000,3,-17,-1,0.0
ID2441,1,614.7500,4,-10,1,1.0
ID2442,0,357.0000,5,-18,-1,0.0
ID2443,1,175.4000,6,-26,-2,0.0
ID2444,0,295.0000,7,-34,-3,0.0
ID2445,1,149.3333,8,-26,1,1.0
ID2446,0,163.0000,9,-18,2,1.0
ID2447,0,232.5000,10,-25,-1,0.0
ID2448,0,316.4286,11,-33,-2,0.0
ID2449,1,505.5000,12,-41,-3,0.0
ID2450,1,216.0000,13,-31,1,1.0
ID2451,1,316.7500,14,-39,-1,0.0
ID2452,0,154.0000,15,-47,-2,0.0
ID2453,0,382.0000,16,-38,1,1.0
ID2454,1,320.7500,17,-29,2,1.0
ID2455,0,121.0000,18,-23,3,1.0
ID2456,1,284.0000,1,15,-1,0.0
ID2457,0,494.3333,2,7,-2,0.0
ID2458,0,347.2500,3,-2,-3,0.0
ID2459,0,375.6000,4,6,1,1.0
ID2460,1,253.7500,5,-2,-1,0.0
ID2461,0,264.0000,6,7,1,1.0
ID2462,1,397.5000,7,6,1,0.5
ID2463,1,0.0000,8,13,1,1.0
ID2464,1,396.1429,1,-5,2,1.0
ID2465,1,169.7500,1,8,3,1.0
ID2466,0,366.0000,1,-8,-1,0.0
ID2467,0,243.7143,2,-11,1,0.5
ID2468,0,242.2000,3,-19,-1,0.0
ID2469,0,519.1667,1,21,1,1.0
ID2470,1,518.7500,2,14,-1,0.0
ID2471,1,263.3333,1,-22,-2,0.0
ID2472,1,269.3333,2,-12,1,1.0
ID2473,0,334.5000,3,-3,2,1.0
ID2474,1,278.8182,1,10,3,1.0
ID2475,0,101.0000,2,17,4,1.0
ID2476,1,348.2000,1,-10,-1,0.0
ID2477,0,196.5000,2,-2,1,1.0
ID2478,1,168.6000,1,6,2,1.0
ID2479,0,488.0000,2,-3,-1,0.0
ID2480,1,0.0000,3,-11,-2,0.0
ID2481,0,140.0000,4,-2,1,1.0
ID2482,1,382.0000,1,-7,-1,0.0
ID2483,0,285.8000,2,-14,-2,0.0
ID2484,0,243.0000,3,-6,1,1.0
ID2485,1,359.3000,4,-5,1,0.5
ID2486,0,213.0000,5,2,1,1.0
ID2487,1,141.0000,6,11,2,1.0
ID2488,1,182.6000,7,3,-1,0.0
ID2489,0,103.0000,1,7,1,1.0
ID2490,0,314.0000,2,15,2,1.0
ID2491,1,296.3333,3,24,3,1.0
ID2492,1,155.5000,4,16,-1,0.0
ID2493,1,561.0000,5,7,-2,0.0
ID2494,0,356.0000,6,-1,-3,0.0
ID2495,0,429.0000,1,-8,-4,0.0
ID2496,1,285.8333,2,-8,1,0.5
ID2497,0,361.0000,3,-16,-1,0.0
ID2498,0,300.0000,4,-9,1,1.0
ID2499,0,1340.0000,5,-17,-1,0.0
ID2500,1,0.0000,6,-9,1,1.0
ID2501,0,332.0000,1,-9,-1,0.0
ID2502,0,230.0000,2,-16,-2,0.0
ID2503,1,141.0000,3,-7,1,1.0
ID2504,1,187.0000,4,-15,-1,0.0
ID2505,1,143.5000,5,-22,-2,0.0
ID2506,0,531.0000,6,-31,-3,0.0
ID2507,1,0.0000,7,-24,1,1.0
ID2508,0,226.7143,8,-32,-1,0.0
ID2509,1,631.5000,9,-40,-2,0.0
ID2510,0,126.0000,10,-48,-3,0.0
ID2511,1,168.8333,11,-41,1,1.0
ID2512,0,317.6667,12,-49,-1,0.0
ID2513,0,344.0000,13,-40,1,1.0
ID2514,0,159.7500,14,-32,2,1.0
ID2515,1,143.2500,15,-39,-1,0.0
ID2516,1,194.0000,16,-32,1,1.0
ID2517,0,164.5000,17,-24,2,1.0
ID2518,1,380.5714,18,-32,-1,0.0
ID2519,0,0.0000,19,-41,-2,0.0
ID2520,1,148.0000,20,-49,-3,0.0
ID2521,0,325.2222,21,-41,1,1.0
ID2522,1,178.6667,22,-49,-1,0.0
ID2523,0,173.5000,1,-8,-2,0.0
ID2524,0,221.0000,2,0,1,1.0
ID2525,0,178.0000,3,8,2,1.0
ID2526,1,528.6667,1,2,1,0.5
ID2527,1,367.0000,2,10,1,1.0
ID2528,0,198.3333,3,18,2,1.0
ID2529,0,193.0000,1,-8,-1,0.0
ID2530,1,296.0000,1,8,1,1.0
ID2531,1,442.0000,2,16,2,1.0
ID2532,0,354.3333,1,-8,-1,0.0
ID2533,1,198.1667,2,0,1,1.0
ID2534,1,301.6000,3,-8,-1,0.0
ID2535,0,101.0000,4,-1,1,1.0
ID2536,1,244.6667,5,7,2,1.0
ID2537,0,133.4000,1,-8,-1,0.0
ID2538,1,0.0000,2,-16,-2,0.0
ID2539,0,290.6000,3,-25,-3,0.0
ID2540,0,256.0000,4,-33,-4,0.0
ID2541,1,276.0000,1,-13,1,1.0
ID2542,1,472.0000,2,-4,2,1.0
ID2543,0,1044.0000,3,-11,-1,0.0
ID2544,0,254.2000,4,-20,-2,0.0
ID2545,1,241.4000,5,-27,-3,0.0
ID2546,1,412.0000,6,-35,-4,0.0
ID2547,0,159.8000,1,8,1,1.0
ID2548,1,302.6000,2,16,2,1.0
ID2549,0,209.0000,3,8,-1,0.0
ID2550,1,111.0000,4,16,1,1.0
ID2551,0,270.0000,5,23,2,1.0
ID2552,1,268.0000,1,5,-1,0.0
ID2553,0,530.0000,2,-3,-2,0.0
ID2554,0,507.0000,3,-10,-3,0.0
ID2555,0,0.0000,1,17,1,1.0
ID2556,0,253.6000,2,9,-1,0.0
ID2557,1,391.0000,3,17,1,1.0
ID2558,1,406.5000,4,8,-1,0.0
ID2559,0,310.0000,5,0,-2,0.0
ID2560,1,358.5000,6,-7,-3,0.0
ID2561,1,0.0000,1,8,1,1.0
ID2562,1,290.4286,2,0,-1,0.0
ID2563,0,0.0000,3,8,1,1.0
ID2564,0,333.2000,4,15,2,1.0
ID2565,0,228.5000,5,24,3,1.0
ID2566,1,312.2500,6,16,-1,0.0
ID2567,0,756.5000,7,7,-2,0.0
ID2568,1,185.0000,8,15,1,1.0
ID2569,1,340.3333,9,23,2,1.0
ID2570,1,254.0000,10,31,3,1.0
ID2571,0,104.0000,11,24,-1,0.0
ID2572,0,474.0000,12,24,1,0.5
ID2573,1,321.5000,13,34,1,1.0
ID2574,0,245.2000,1,9,2,1.0
ID2575,1,509.2500,2,2,-1,0.0
ID2576,1,326.5000,3,10,1,1.0
ID2577,0,175.6667,4,18,2,1.0
ID2578,0,251.5000,1,-8,-1,0.0
ID2579,0,268.7500,1,-9,-2,0.0
ID2580,1,548.0000,1,-9,-3,0.0
ID2581,1,451.0000,2,-7,1,0.5
ID2582,0,265.0000,3,1,1,1.0
ID2583,0,249.4000,4,-8,-1,0.0
ID2584,1,259.3333,5,-17,-2,0.0
ID2585,0,471.0000,6,-26,-3,0.0
ID2586,1,0.0000,7,-19,1,1.0
ID2587,1,144.6667,8,-20,1,0.5
ID2588,0,251.2500,9,-13,1,1.0
ID2589,0,194.7500,10,-5,2,1.0
ID2590,0,225.6000,1,-8,-1,0.0
ID2591,1,423.6667,2,-16,-2,0.0
ID2592,1,259.3333,3,-7,1,1.0
ID2593,1,0.0000,4,-1,2,1.0
ID2594,0,423.0000,5,-11,-1,0.0
ID2595,0,278.0000,6,-18,-2,0.0
ID2596,0,585.4000,7,-27,-3,0.0
ID2597,1,815.0000,1,-6,-4,0.0
ID2598,0,315.5000,1,-9,-5,0.0
ID2599,1,142.0000,2,-1,1,1.0
ID2600,0,199.3333,1,8,2,1.0
ID2601,1,269.0000,1,-10,-1,0.0
ID2602,0,351.3333,2,-9,1,0.5
ID2603,1,380.6000,3,-16,-1,0.0
ID2604,0,121.6667,4,-8,1,1.0
ID2605,0,640.0000,5,-15,-1,0.0
ID2606,0,399.8333,1,-8,-2,0.0
ID2607,1,156.0000,2,-17,-3,0.0
ID2608,0,161.6000,1,-7,-4,0.0
ID2609,1,334.5000,2,0,1,1.0
ID2610,1,358.3333,3,-7,-1,0.0
ID2611,0,305.5000,4,1,1,1.0
ID2612,0,216.0000,5,-7,-1,0.0
ID2613,1,0.0000,6,0,1,1.0
ID2614,1,191.0000,7,9,2,1.0
ID2615,0,197.6667,1,-7,-1,0.0
ID2616,1,227.1000,2,1,1,1.0
ID2617,0,109.0000,3,9,2,1.0
ID2618,0,461.8000,1,8,3,1.0
ID2619,1,277.5000,2,16,4,1.0
ID2620,0,292.7500,3,9,-1,0.0
ID2621,0,0.0000,4,16,1,1.0
ID2622,1,270.0000,5,25,2,1.0
ID2623,1,255.0000,6,34,3,1.0
ID2624,1,211.0000,7,26,-1,0.0
ID2625,0,709.0000,8,18,-2,0.0
ID2626,1,261.3333,1,7,1,1.0
ID2627,0,188.8333,2,14,2,1.0
ID2628,1,347.6667,3,7,-1,0.0
ID2629,0,291.5000,4,0,-2,0.0
